id_local,code_com,coordonneesxy,capacite,capacite_cargo,type_accroche,mobilier,mobilier_complement,acces,gratuit,protection,couverture,date_maj,materiaux,coloris,nom_comm
435,34172,"[3.8781932593674164,43.610773341815964]",4,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
105,34172,"[3.898858199999999,43.60343360002316]",10,,CADRE ET ROUE,AUTRE,RACK VELOS,LIBRE ACCES,,,false,,,,Montpellier
1551,34172,"[3.8693582776302824,43.61476131903342]",5,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
183,34172,"[3.8755635999999996,43.60836710002316]",10,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
510,34172,"[3.9065153999999995,43.59984800002316]",8,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,INOX,,Montpellier
1510,34172,"[3.8722215197371064,43.62921703706821]",2,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
420,34172,"[3.872101401208235,43.60253381648835]",2,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
2407,34172,"[3.8686702450909456,43.60146437832449]",4,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,,,Montpellier
1157,34172,"[3.816906760596023,43.62434292304207]",4,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
2432,34172,"[3.8321052620915705,43.63398679548582]",3,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,,,Montpellier
2104,34172,"[3.8639262163797845,43.610394787211796]",2,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,true,,,,,,Montpellier
249,34172,"[3.8726776999999997,43.606106200023156]",5,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
180,34172,"[3.8733376999999996,43.60906420002313]",1,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
2064,34172,"[3.8703513887186967,43.60331729837353]",1,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,true,,,,,,Montpellier
217,34172,"[3.8665611,43.61077800002315]",4,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
1521,34172,"[3.8511007641354826,43.590968278681]",2,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
1118,34172,"[3.8163448266913145,43.62818864477936]",9,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
1412,34172,"[3.9087042175254765,43.59993060462922]",4,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
1485,34172,"[3.8953455187499983,43.60197546416671]",6,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
1442,34172,"[3.8577685000007786,43.60503373390849]",2,2,CADRE ET ROUE,ARCEAU VELO GRANDE TAILLE,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
87,34172,"[3.8660279999999996,43.61143540002314]",14,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
1091,34172,"[3.8678739787583556,43.60172801796229]",1,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,INOX,,Montpellier
26,34172,"[3.819225807827775,43.61585907732452]",8,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,true,,INOX,,Montpellier
1197,34172,"[3.8552253818819593,43.61177386444313]",3,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
1059,34172,"[3.9036348499982108,43.60831554251364]",2,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,INOX,,Montpellier
1471,34172,"[3.8981734350908286,43.61074703186946]",2,2,CADRE ET ROUE,ARCEAU VELO GRANDE TAILLE,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
1603,34172,"[3.8720547382694765,43.617940336210076]",2,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
1397,34172,"[3.9035347099811806,43.59735816218739]",6,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
596,34057,"[3.925991466101484,43.63620867899486]",6,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,INOX,,Castelnau-le-Lez
644,34172,"[3.8961411000000004,43.60437430002314]",3,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,INOX,,Montpellier
519,34057,"[3.8983438667936468,43.63270550385989]",3,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Castelnau-le-Lez
1683,34172,"[3.903165334202465,43.599375018599325]",4,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,true,,false,,,,Montpellier
727,34057,"[3.9160245353646395,43.6545324653539]",5,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,INOX,,Castelnau-le-Lez
285,34172,"[3.90156860941224,43.60037269534203]",3,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,INOX,,Montpellier
110,34172,"[3.8975636999999996,43.60459650002315]",5,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,INOX,,Montpellier
130,34172,"[3.878016852187905,43.604457400360396]",3,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
2162,34172,"[3.867045289496277,43.62508356915256]",2,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,true,,,,,,Montpellier
2072,34172,"[3.865644930063384,43.60314883718182]",1,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,true,,,,,,Montpellier
2449,34172,"[3.868331318400652,43.64681100783733]",4,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,,,Montpellier
2289,34172,"[3.9079560264247797,43.614708904742585]",6,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,,,Montpellier
919,34172,"[3.868459902982333,43.600624201589554]",4,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
112,34172,"[3.8960194000000006,43.59919380002317]",10,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
159,34172,"[3.9063716999999993,43.602402300023165]",5,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,INOX,,Montpellier
1705,34172,"[3.865787920998817,43.61608070650666]",2,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,true,,,,,,Montpellier
758,34172,"[3.859783442675049,43.614769994420556]",2,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,INOX,,Montpellier
615,34172,"[3.858710199999999,43.599542500023155]",15,,ROUE,RATELIER,PINCE-ROUE,LIBRE ACCES,,,false,,,,Montpellier
479,34172,"[3.901017599999999,43.60032560002316]",5,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
1716,34217,"[3.862694607317136,43.69837903829089]",7,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,true,,,,,,Prades-le-Lez
2036,34129,"[3.8779777664886264,43.56140880715606]",4,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,true,,,,,,Lattes
1247,34172,"[3.8647918091609825,43.58856564849959]",8,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
1512,34172,"[3.8727602953533333,43.631445263528526]",2,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
1901,34172,"[3.8914151472947918,43.607253160268016]",3,,ROUE,RATELIER,PINCE-ROUE,LIBRE ACCES,true,,,,,,Montpellier
1543,34172,"[3.8795298061070027,43.60790344002119]",6,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
251,34172,"[3.873606,43.605882500023135]",5,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
210,34172,"[3.878641673755086,43.615266752187416]",4,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,INOX,,Montpellier
2277,34172,"[3.882390015086671,43.60667877566737]",4,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,,,Montpellier
2221,34172,"[3.8755821976119686,43.6052187275641]",4,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,true,,,,,,Montpellier
1129,34172,"[3.850233853022796,43.601337412818964]",5,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
1268,34057,"[3.9010728690258483,43.63275259568942]",4,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,true,,INOX,,Castelnau-le-Lez
2436,34172,"[3.8498767958792284,43.5948216061076]",6,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,,,Montpellier
1314,34172,"[3.890690449912354,43.608288525243445]",12,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,true,,INOX,,Montpellier
1529,34172,"[3.8841357704747654,43.603210458506645]",2,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
1142,34172,"[3.8407827451614427,43.59375075683292]",6,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,,,Montpellier
179,34172,"[3.8740961,43.61027810002312]",3,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
1431,34120,"[3.91314815,43.66032973296352]",2,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,,,Jacou
1720,34198,"[3.9524360329295054,43.563543405888325]",2,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,true,,,,,,Pérols
1850,34172,"[3.9210325899758893,43.59851363099564]",5,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,true,,,,,,Montpellier
1208,34172,"[3.8974246063332574,43.62040482898339]",6,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
1113,34172,"[3.868244584275694,43.61199214754887]",7,2,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
1291,34172,"[3.8605409,43.60126500002313]",2,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,,,Montpellier
1060,34172,"[3.903600199998208,43.60907733359546]",2,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,INOX,,Montpellier
892,34172,"[3.8922911735708237,43.60145356824579]",4,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
239,34172,"[3.879796856296793,43.60416445235051]",20,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
358,34172,"[3.874827899999999,43.611335300023136]",2,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
1590,34077,"[3.8876226681213,43.657971724397036]",6,,ROUE,RATELIER,PINCE-ROUE,LIBRE ACCES,,,,,,,Clapiers
928,34172,"[3.9010763829388133,43.59734777758736]",5,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,INOX,,Montpellier
118,34172,"[3.893614729458164,43.60820829615954]",7,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
665,34172,"[3.8900223,43.60557260002316]",4,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
877,34169,"[3.857387399999998,43.667399400022994]",3,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,,,Montferrier-sur-Lez
1250,34172,"[3.84244752567746,43.59083403317702]",5,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
261,34198,"[3.9488838999999993,43.55914880002326]",15,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,,gris,Pérols
256,34202,"[3.7521788,43.57986620002319]",6,,ROUE,RATELIER,PINCE-ROUE,LIBRE ACCES,,,false,,,,Pignan
1487,34172,"[3.858081173614873,43.61394958671496]",3,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
612,34172,"[3.87380907230785,43.62870508500164]",4,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
1987,34172,"[3.886796533045352,43.604178444399004]",3,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,true,,,,,,Montpellier
129,34172,"[3.8804919,43.60289900002314]",12,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
1340,34172,"[3.8675015809897277,43.59516126455764]",2,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
1650,34172,"[3.9244362787191807,43.617587527707805]",5,,ROUE,RATELIER,,LIBRE ACCES,true,,,,,,Montpellier
497,34172,"[3.890962499999999,43.61402740002312]",4,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,INOX,,Montpellier
2292,34172,"[3.8713714340068206,43.60300072193086]",2,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,,,Montpellier
1320,34172,"[3.869100732790449,43.59273003858038]",4,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
2044,34172,"[3.8739288248506742,43.60146376465657]",3,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,true,,,,,,Montpellier
2249,34172,"[3.8813854574157047,43.61292566464491]",12,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,true,,,,,,Montpellier
1237,34172,"[3.8681725659777264,43.5900776731088]",5,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
1244,34172,"[3.859334815825265,43.583395033763075]",7,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
2357,34172,"[3.8418913971097894,43.615832598729675]",2,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,,,Montpellier
363,34172,"[3.867207399999999,43.60761800002314]",5,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
545,34172,"[3.8631307000000006,43.60611060002313]",1,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,INOX,,Montpellier
933,34172,"[3.8779169340247637,43.60384844368394]",3,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,INOX,,Montpellier
1922,34172,"[3.868174725592428,43.63419451317594]",8,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,true,,,,,,Montpellier
1078,34172,"[3.855856925739421,43.61423946939948]",2,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,INOX,,Montpellier
483,34172,"[3.893668,43.60586390002314]",6,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
2487,34172,"[3.8823446834449973,43.60907089301864]",2,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,,,Montpellier
530,34172,"[3.8623745094461643,43.61616705385623]",2,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,INOX,,Montpellier
1581,34129,"[3.901719999137316,43.56794749845222]",2,,CADRE ET ROUE,AUTRE,BOLLARD,LIBRE ACCES,,,false,,,,Lattes
228,34172,"[3.884066816941707,43.60547711580412]",3,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
993,34172,"[3.8607233778258934,43.631009738841165]",20,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,INOX,,Montpellier
2365,34172,"[3.8993207924140725,43.597779761985045]",5,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,,,Montpellier
2265,34172,"[3.8762621490093814,43.59994777682671]",2,2,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,,,Montpellier
764,34172,"[3.8961594999999996,43.59196800002318]",8,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
895,34172,"[3.8459031711706437,43.612457272476696]",2,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,,,Montpellier
544,34172,"[3.862441394382935,43.60596245313038]",2,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
2038,34077,"[3.9003387419006454,43.65983300806713]",5,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,true,,,,,,Clapiers
858,34172,"[3.8951894045413833,43.604356234753055]",2,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,INOX,,Montpellier
2020,34172,"[3.8676463986209293,43.617221223291736]",4,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,true,,,,,,Montpellier
147,34172,"[3.870745613479584,43.607711178419244]",12,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
1028,34172,"[3.835236138119113,43.609138910693936]",12,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,true,,INOX,,Montpellier
2335,34172,"[3.8521980556452045,43.60151109413915]",2,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,true,,,,,,Montpellier
1384,34172,"[3.839195354062442,43.596319083527035]",6,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
1072,34172,"[3.9111083741127524,43.60819475691922]",2,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,INOX,,Montpellier
274,34172,"[3.8679297999999993,43.62897080002309]",5,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
498,34172,"[3.891660286834025,43.62215464208624]",4,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
1027,34172,"[3.877064924700231,43.62610009676684]",5,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,INOX,,Montpellier
1023,34057,"[3.8953165525765514,43.63226390509696]",2,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,INOX,,Castelnau-le-Lez
2454,34172,"[3.8566819742241125,43.630698317864315]",5,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,,,Montpellier
170,34172,"[3.8751012000015024,43.61279860198146]",4,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
2276,34172,"[3.870477621195512,43.60252705890731]",3,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,,,Montpellier
2079,34172,"[3.8740522601563967,43.605600098288626]",6,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,true,,,,,,Montpellier
860,34172,"[3.8812407563084483,43.60301568517407]",5,1,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,INOX,,Montpellier
1448,34172,"[3.8702167999999997,43.59607370002317]",3,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,true,,false,,,,Montpellier
2474,34172,"[3.8299859163234196,43.61577053696015]",3,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,,,Montpellier
1525,34172,"[3.843558574414485,43.5918490967349]",2,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
1334,34172,"[3.833317576893782,43.61751879832038]",3,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
2011,34172,"[3.876912722188044,43.60372261173703]",2,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,true,,,,,,Montpellier
50,34172,"[3.880696579584601,43.608719262278385]",8,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
98,34172,"[3.9004768000000003,43.60110540002316]",7,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
571,34172,"[3.935582099999999,43.61432170002312]",7,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,INOX,,Montpellier
1719,34198,"[3.9518048036611946,43.562090144865664]",2,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,true,,,,,,Pérols
414,34172,"[3.8770147,43.61346770002312]",4,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
1464,34172,"[3.8658457127145263,43.61182900988881]",5,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
1592,34120,"[3.911019675443197,43.66120395534255]",6,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,,,Jacou
504,34172,"[3.8887247845453397,43.617128063873714]",4,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,INOX,,Montpellier
304,34172,"[3.876972856002462,43.606191850031394]",7,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,true,,INOX,,Montpellier
602,34172,"[3.8838880160183202,43.60748454211618]",2,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,INOX,,Montpellier
1415,34217,"[3.8587468750000005,43.701231135198526]",1,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,,,Prades-le-Lez
742,34172,"[3.8792309607610163,43.600463307047974]",3,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,INOX,,Montpellier
1285,34172,"[3.86752021291529,43.60850988875274]",4,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
917,34172,"[3.887258679848654,43.60811814712787]",6,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,INOX,,Montpellier
2087,34172,"[3.8702144499524636,43.63042389036461]",7,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,true,,,,,,Montpellier
290,34172,"[3.9015697,43.598564900023156]",2,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
184,34172,"[3.877102399999999,43.61115320002314]",3,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
1515,34172,"[3.8741911270305764,43.63404442900471]",2,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
2329,34172,"[3.851307964516184,43.59222043134424]",5,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,true,,,,,,Montpellier
1722,34129,"[3.926180694895176,43.58253522155073]",4,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,true,,,,,,Lattes
380,34172,"[3.8801176487169893,43.6051580737165]",4,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
232,34172,"[3.8951080000000005,43.60096440002315]",4,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
1354,34172,"[3.86655750227812,43.59868274023392]",2,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
149,34172,"[3.869544299999999,43.615720800023105]",1,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,,,Montpellier
984,34172,"[3.8409183134531806,43.632100076492605]",10,,CADRE ET ROUE,AUTRE,RACK VELOS,LIBRE ACCES,,,,,,,Montpellier
911,34172,"[3.875003927217623,43.61595795920722]",4,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,INOX,,Montpellier
1317,34172,"[3.8568146565429826,43.574097342349766]",4,,ROUE,RATELIER,PINCE-ROUE,LIBRE ACCES,,,false,,,,Montpellier
806,34172,"[3.8569021999999995,43.59629110002315]",8,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,,,Montpellier
979,34172,"[3.831211161921752,43.63011041880406]",5,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,INOX,,Montpellier
827,34172,"[3.8799772602680824,43.60210183961961]",2,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,INOX,,Montpellier
656,34172,"[3.9022742732926283,43.595784779808206]",5,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,INOX,,Montpellier
1986,34172,"[3.88203369953462,43.60395810490721]",4,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,true,,,,,,Montpellier
880,34169,"[3.8589263999999996,43.66517580002301]",3,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,,,Montferrier-sur-Lez
262,34337,"[3.861408799999999,43.533191300023326]",4,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,,,Villeneuve-lès-Maguelone
1049,34172,"[3.8976466136789254,43.59610076165504]",2,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,INOX,,Montpellier
847,34172,"[3.9069604247429552,43.59925980061646]",2,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,INOX,,Montpellier
