FID,objectid,code_insee,velo_plus,r_ppal,r_scdr,geom
sc_schema_cyclable_pm35_2023.35,35,59585,Non,Non,Oui,"MULTILINESTRING ((704181.739000001 7053224.66699886, 704145.140101526 7053073.21250239, 704131.218599997 7053015.9818))"
sc_schema_cyclable_pm35_2023.36,36,59368,Non,Oui,Non,"MULTILINESTRING ((704037.093099996 7061979.6049, 703996.998000003 7061939.456))"
sc_schema_cyclable_pm35_2023.37,37,00000,Non,Non,Oui,"MULTILINESTRING ((704293.289508151 7054983.32823871, 704298.760663149 7054979.33328621, 704379.979697757 7054920.02840717, 704391.773131705 7054921.93098827, 704396.489916578 7054922.69192574, 704396.568106903 7054922.70453983, 704433.85138978 7054928.7192824, 704552.282530004 7054968.4952747, 704553.067922767 7054968.75905478, 704553.874376032 7054969.0299082, 704554.847737499 7054969.35681899, 704554.848105823 7054969.3569427, 704555.237171807 7054969.48761345, 704567.945072619 7054973.05536154, 704609.584857355 7054985.40469393, 704731.276660104 7054970.57097226, 704806.439000001 7054957.25899887, 704816.777670732 7054955.45995043, 704819.99584875 7054954.89995019, 704820.65934374 7054954.78449438, 704931.141901512 7054934.9028327))"
sc_schema_cyclable_pm35_2023.38,38,59220,Non,Non,Oui,"MULTILINESTRING ((704931.141901512 7054934.9028327, 704953.321828121 7054930.92684649, 705029.257000002 7054902.14599773, 705036.146363886 7054893.62916098, 705050.384293755 7054892.18580582, 705063.165000002 7054886.57099773, 705079.316000002 7054884.76499773, 705093.115848707 7054887.85393938, 705098.374174927 7054887.32088209, 705153.165959402 7054926.81469678, 705160.538645408 7054931.32902879, 705175.994378277 7054918.74462249, 705302.75119007 7055018.6697004, 705341.456737223 7054969.47818828, 705349.012800213 7054967.62772387, 705360.578202749 7054975.9548137, 705384.942650758 7054952.82400863))"
sc_schema_cyclable_pm35_2023.39,39,59256,Non,Oui,Non,"MULTILINESTRING ((711376.659000002 7051906.613, 711389.349 7051842.969, 711399.700999998 7051811.611, 711417.006099999 7051772.6711, 711423.591700003 7051751.1133, 711428.950900003 7051698.3235, 711431.712499999 7051660.5939, 711438.115099996 7051573.1172, 711452.135399997 7051415.1551, 711470.412600003 7051372.8898, 711498.060000002 7051308.9566, 711501.938600004 7051299.2181, 711501.938623323 7051299.21804145))"
sc_schema_cyclable_pm35_2023.40,40,59350,Non,Non,Oui,"MULTILINESTRING ((703615.318928022 7060105.6024678, 703701.808329654 7060144.32544997, 703718.435345303 7060148.8730098, 703725.422807956 7060145.85599014, 703771.707690322 7060164.32628726, 703845.151558656 7060169.80197714, 703868.426441467 7060169.18159848, 703952.241551436 7060177.78619152, 704044.721546431 7060189.25455372, 704076.530117548 7060195.79209917, 704133.575382507 7060211.08915346, 704150.306535638 7060217.30358177, 704162.18977529 7060217.08691068))"
sc_schema_cyclable_pm35_2023.41,41,59316,Non,Non,Non,"MULTILINESTRING ((698952.524 7053050.66899886, 698945.83 7053063.26299886))"
sc_schema_cyclable_pm35_2023.77,77,59286,Oui,Oui,Non,"MULTILINESTRING ((699287.316600002 7057609.4643, 699090.048100002 7057478.4823, 699065.468316592 7057464.98007781, 699048.100621236 7057455.43961614, 699038.919120294 7057450.39601328, 699029.213500001 7057445.0645, 699002.788000003 7057430.843, 698978.569865147 7057423.16817537, 698975.965999998 7057422.343, 698928.472223024 7057427.66797499, 698928.472000003 7057427.668, 698928.471985445 7057427.66799731, 698907.550800003 7057423.8045, 698867.871297351 7057410.69555615, 698866.427900001 7057410.2187, 698860.853991413 7057403.42442383, 698828.337871684 7057363.7891313, 698811.681199998 7057343.4856, 698787.275300004 7057264.6011, 698786.331281299 7057259.97487605, 698763.072995317 7057145.99616046, 698752.284000002 7057093.124, 698755.423699997 7057079.2333, 698803.540200003 7057077.9296, 698806.858599998 7057061.4563, 698804.215000004 7057061.279))"
sc_schema_cyclable_pm35_2023.78,78,59648,Non,Non,Oui,"MULTILINESTRING ((703162.387806837 7054976.9255767, 703141.16907963 7054870.61629244, 703211.315098761 7054618.74949117, 703213.240941723 7054619.19453743))"
sc_schema_cyclable_pm35_2023.79,79,00000,Non,Non,Oui,"MULTILINESTRING ((705402.346972879 7060426.85666145, 705462.59663146 7060624.48243145, 705510.815000001 7060853.32899888, 705533.944000001 7060908.90699887, 705555.926000001 7060933.85399888, 705653.957000001 7061001.40299888, 705806.011037602 7061101.09164381))"
sc_schema_cyclable_pm35_2023.80,80,59350,Non,Non,Oui,"MULTILINESTRING ((705868.618451842 7060880.51722134, 706399.168588815 7060940.82626478, 706403.067226398 7060741.6619276))"
sc_schema_cyclable_pm35_2023.81,81,59052,Non,Oui,Non,"MULTILINESTRING ((691799.014999998 7046580.53599885, 691797.653999998 7046577.81399885, 691777.456999998 7046518.69899885, 691753.061999998 7046440.07199885, 691737.518999998 7046388.21799885, 691725.491999998 7046339.08999885, 691713.464999998 7046280.99699885, 691704.160999998 7046231.52899885, 691695.991999998 7046178.99599885, 691687.369999998 7046105.58699885, 691656.506999998 7045845.98799885, 691639.941999998 7045704.95499885, 691627.913999998 7045610.44199885))"
sc_schema_cyclable_pm35_2023.82,82,00000,Non,Oui,Non,"MULTILINESTRING ((702074.187899999 7053151.7917, 702125.434 7053213.019, 702182.932999998 7053280.425, 702235.714000002 7053337.491, 702338.969499998 7053447.3535))"
sc_schema_cyclable_pm35_2023.83,83,59275,Non,Oui,Non,"MULTILINESTRING ((714533.533299997 7055522.6024, 714554.217399999 7055409.662, 714509.498499997 7055342.0231, 714461.248800002 7055322.9563, 714411.140500002 7055281.8232))"
sc_schema_cyclable_pm35_2023.84,84,59360,Non,Non,Oui,"MULTILINESTRING ((700455.497755236 7057601.41491424, 700413.26082278 7057650.5476724, 700387.401476379 7057677.69998613, 700378.781694245 7057689.76768111, 700370.391 7057708.14999887, 700355.508282484 7057744.50329766, 700292.59 7057949.09399774, 700292.59 7057949.09399887, 700281.3 7057959.57299887, 700270.38049148 7057964.65515334))"
sc_schema_cyclable_pm35_2023.85,85,00000,Non,Oui,Non,"MULTILINESTRING ((712008.101000004 7052566.851, 711988.300999999 7052534.386, 711980.443000004 7052522.573, 711956.189999998 7052495.651, 711927.211400002 7052467.7829, 711912.883199997 7052454.8717, 711834.570299998 7052383.7706, 711750.2685 7052307.232, 711715.2896 7052270.7247, 711711.651600003 7052266.772, 711696.976999998 7052247.698, 711656.332000002 7052205.411, 711634.424599998 7052183.3628))"
sc_schema_cyclable_pm35_2023.86,86,59350,Oui,Oui,Non,"MULTILINESTRING ((706243.8323 7062193.9185, 706128.656999998 7062067.346, 706032.803199999 7061961.9128))"
sc_schema_cyclable_pm35_2023.87,87,59585,Non,Non,Oui,"MULTILINESTRING ((703881.291699998 7053379.7555, 703883.203299006 7053374.57770269, 703883.203299999 7053374.5777, 703883.203376231 7053374.57772122, 703891.63888363 7053376.92565809, 703901.626455845 7053379.40386447, 703907.16895814 7053380.32761485, 703908.506992129 7053380.55062051, 703910.952767963 7053381.23543774, 703918.063292523 7053383.22638462, 703936.527975755 7053387.3715176, 703936.793641296 7053387.4311568, 703950.172461848 7053390.10692091, 703966.227046511 7053392.78268502, 703991.455679552 7053397.75196122, 704028.916377098 7053404.63249751, 704050.823103841 7053408.58025016, 704078.04393173 7053414.62932303, 704130.973319293 7053422.19066411, 704176.030819152 7053432.28612006, 704177.820000001 7053432.68699886))"
sc_schema_cyclable_pm35_2023.88,88,59360,Oui,Non,Oui,"MULTILINESTRING ((702979.490999997 7056062.911, 702959.973300003 7056066.0493, 702941.647 7056068.996, 702862.443000004 7056064.941, 702815.214000002 7056070.236, 702815.200999998 7056070.2385, 702815.179499999 7056070.2427))"
sc_schema_cyclable_pm35_2023.89,89,59286,Non,Oui,Non,"MULTILINESTRING ((698752.284000002 7057093.124, 698739.3046 7057073.4045, 698739.302000001 7057061.6978, 698739.2993 7057049.8937, 698749.224200003 7057043.763, 698749.126853573 7057041.89124156, 698744.202726196 7056947.21106712, 698743.564732475 7056934.94384652, 698740.821500003 7056882.1975, 698737.010122139 7056882.98209201, 698735.47437445 7056883.29823368, 698733.235100001 7056883.7592, 698727.951236932 7056875.28190442, 698725.137045399 7056870.76688706, 698723.305 7056867.8276, 698719.994029353 7056867.55367271))"
sc_schema_cyclable_pm35_2023.90,90,00000,Non,Non,Oui,"MULTILINESTRING ((704985.812886754 7050762.02199839, 704989.418282081 7050754.10712565, 705037.331124292 7050603.29232189))"
sc_schema_cyclable_pm35_2023.91,91,59523,Non,Oui,Non,"MULTILINESTRING ((710554.353500001 7055316.3476, 710480.181205295 7055280.09126184, 710438.903528681 7055258.44071577, 710407.641758893 7055238.51007289, 710380.426820145 7055215.03845286, 710326.806308858 7055155.04418268, 710264.08042773 7055107.08923485, 710184.964880888 7055049.42189252, 710160.481553092 7055035.46032543, 710128.916270976 7055022.91514921, 710076.712150553 7055000.05055383, 710023.293980818 7054982.85152191, 709973.113275915 7054973.34146896, 709898.044560113 7054967.6759055, 709875.584647838 7054961.20097584, 709827.022675351 7054937.7293558, 709796.570271771 7054922.5537394, 709766.522551295 7054906.56875679, 709730.809267362 7054897.76689927, 709704.504865599 7054897.15987462, 709677.593439179 7054902.01607187, 709649.872646552 7054910.91910016, 709628.829125141 7054914.35890654, 709609.505506922 7054914.5612481))"
sc_schema_cyclable_pm35_2023.92,92,59350,Non,Oui,Non,"MULTILINESTRING ((703064.189000003 7056676.128, 703061.921300001 7056677.3536, 702936.990999997 7056746.663, 702921.142700002 7056770.91, 702748.178400002 7056981.3422))"
sc_schema_cyclable_pm35_2023.42,42,59316,Non,Non,Non,"MULTILINESTRING ((698974.99 7053035.01099886, 698952.524 7053050.66899886, 698936.867 7053050.66899886, 698920.529 7053039.20899886, 698909.069 7053030.81199886, 698901.808 7053023.55099886, 698890.915 7053020.60099886, 698877.073 7053021.16799886, 698866.748 7053022.41699886, 698856.424 7053019.91999886, 698850.976 7053014.47399886, 698812.287 7052933.12399886, 698808.655 7052922.22999886, 698798.332 7052875.14499886))"
sc_schema_cyclable_pm35_2023.43,43,59316,Non,Non,Non,"MULTILINESTRING ((698486.88 7052527.27199886, 698189.839 7052857.89899886, 698279.327 7052973.64599886, 698218.202 7053044.08899886))"
sc_schema_cyclable_pm35_2023.44,44,59316,Non,Non,Non,"MULTILINESTRING ((698816.484 7052864.36499886, 698798.332 7052875.14499886))"
sc_schema_cyclable_pm35_2023.45,45,59350,Non,Oui,Non,"MULTILINESTRING ((702761.431102738 7060816.67272328, 702771.519000001 7060807.56499888, 702799.544000001 7060817.43699887, 702804.084000001 7060815.50899887, 702805.332000001 7060809.83499888, 702763.464000001 7060735.97299887, 702735.325000001 7060722.80999887, 702717.966 7060746.52299887))"
sc_schema_cyclable_pm35_2023.46,46,59316,Non,Non,Non,"MULTILINESTRING ((698798.332 7052875.14499886, 698791.638 7052866.06799886, 698753.513 7052835.99999886, 698728.212 7052816.03099886, 698716.64 7052804.56999886, 698714.257 7052793.79299886, 698716.64 7052788.34599886, 698734.792 7052770.19299886, 698574.813 7052605.78599886, 698529.768 7052558.92699886, 698507.984 7052539.86599886, 698486.880130311 7052527.27207662))"
sc_schema_cyclable_pm35_2023.47,47,59256,Non,Non,Oui,"MULTILINESTRING ((709876.961290372 7050786.56283459, 709878.433724616 7050784.68307097, 709922.951441973 7050727.85011839, 709947.217312171 7050696.8714175, 709994.320923488 7050622.86902922, 710012.924547292 7050593.64170347, 710024.452210515 7050575.5311046))"
sc_schema_cyclable_pm35_2023.48,48,59256,Non,Non,Oui,"MULTILINESTRING ((710024.452210515 7050575.5311046, 710049.578108046 7050536.05692475, 710246.75626534 7050156.59580033))"
sc_schema_cyclable_pm35_2023.242,242,00000,Non,Non,Oui,"MULTILINESTRING ((694717.034806076 7047617.33824551, 694717.036840753 7047617.26092776, 694626.323136585 7047604.77516603, 694449.989655418 7047619.74649464, 694409.939720326 7047623.14687405, 694155.133928795 7047708.19141376, 694163.245405492 7047705.75829534, 693978.917687465 7047825.80656288, 693881.522144328 7047929.19147023, 693852.563913694 7047944.48667899, 693775.729595099 7047932.1573442, 693758.094482964 7047929.32749908, 693704.582743375 7047967.26154817, 693690.537633197 7047975.08231978, 693671.377516067 7047987.80496554, 693659.453072217 7047993.38907463, 693658.633382966 7048022.13450408, 693658.657132254 7048043.1356971, 693657.642745593 7048052.66206969, 693654.581532374 7048081.41073017, 693188.387848108 7047987.20559049, 693176.034200838 7047984.70925237, 693087.645059419 7048006.09735432, 692791.884060983 7047912.32595721, 692724.685909596 7047790.75018083, 692758.089103361 7047699.57156692, 692349.5126988 7047545.02818797, 692502.611786166 7046965.98689496, 692502.611790367 7046965.98687907))"
sc_schema_cyclable_pm35_2023.243,243,00000,Non,Non,Oui,"MULTILINESTRING ((705081.144824347 7050420.33731611, 705081.15619345 7050407.79565379, 705021.097715191 7050370.28917512))"
sc_schema_cyclable_pm35_2023.244,244,59011,Non,Non,Oui,"MULTILINESTRING ((694986.367 7047732.185, 694974.978 7047735.035, 694950.825 7047788.303))"
sc_schema_cyclable_pm35_2023.245,245,59286,Non,Non,Oui,"MULTILINESTRING ((699998.317377499 7057035.94629403, 699998.317379499 7057035.94629128, 700013.105317258 7057015.5834911, 700017.757829776 7056999.53232291, 700015.525 7056977.60299887, 700028.691234194 7056920.55592292, 700030.887 7056903.92899887, 700034.189020511 7056682.34072931, 700034.189020562 7056682.34072586))"
sc_schema_cyclable_pm35_2023.246,246,59011,Non,Non,Oui,"MULTILINESTRING ((695020.183 7046817.557, 695061.553 7046817.363, 695110.057 7046794.547, 695143.329 7046762.257, 695220.419 7046785.914, 695287.06 7046831.403, 695329.823 7046769.689, 695385.959 7046767.746, 695413.542 7046755.388, 695467.772 7046752.496, 695542.971 7046791.341, 695584.839 7046796.051))"
sc_schema_cyclable_pm35_2023.247,247,59343,Non,Oui,Non,"MULTILINESTRING ((709262.38857442 7054769.17884296, 709249.43871509 7054767.45893977, 708900.330399998 7054876.8073, 708713.075199999 7054878.0728))"
sc_schema_cyclable_pm35_2023.248,248,59316,Non,Oui,Non,"MULTILINESTRING ((699012.568899997 7053915.6312, 698961.038537222 7053761.49259168, 698957.061700001 7053749.597, 698964.346674075 7053676.64130507, 698964.638599999 7053673.7178, 698740.8772 7053660.0589, 698726.601639782 7053660.06214551, 698721.083700001 7053660.0634, 698710.362216971 7053660.06588746, 698682.387996171 7053660.07237767, 698675.395400003 7053660.074, 698631.924136848 7053653.84510125, 698517.041299999 7053637.3838, 698495.579291028 7053631.98507162, 698492.705600001 7053631.2622, 698491.6199636 7053626.42367989, 698488.333499998 7053611.7764, 698487.616185301 7053608.57951256, 698482.414619246 7053585.39746811, 698482.406099997 7053585.3595, 698483.167916867 7053568.32937197, 698484.293323397 7053543.17133455, 698484.310099997 7053542.7963, 698484.535141763 7053542.32657862, 698488.164646009 7053534.7508483, 698488.848099999 7053533.3243, 698495.269271903 7053536.09855681, 698513.944089518 7053544.1669812, 698523.899499997 7053548.4682, 698522.865443844 7053564.11106605, 698522.570397168 7053568.57443644, 698521.638300002 7053582.6749, 698514.761799999 7053602.3983))"
sc_schema_cyclable_pm35_2023.249,249,00000,Oui,Oui,Non,"MULTILINESTRING ((704057.715000004 7056389.967, 704036.467699997 7056351.4907))"
sc_schema_cyclable_pm35_2023.93,93,00000,Non,Non,Oui,"MULTILINESTRING ((712997.945299998 7054345.9783, 713136.387291555 7054598.78439234, 713222.550223274 7054757.76449204, 713307.783261008 7054917.96970355, 713312.954028383 7054927.57878519, 713327.414698855 7054954.45173326, 713409.896530553 7055017.04558656, 713689.832934538 7055226.41883339, 713746.20975792 7055270.95481029, 713805.145339283 7055317.51212823, 713811.965167792 7055306.29664119, 713815.969692092 7055299.71103712, 713819.208734729 7055301.59253119, 713830.417494358 7055308.10347196, 713839.352768936 7055308.57124011, 713845.881322507 7055307.13886965, 713854.772136389 7055296.90988255, 713879.074729189 7055278.13946556, 713881.466314681 7055257.5320278, 713909.341095735 7055254.71456568, 713913.745157149 7055254.26942223, 713931.075046338 7055273.03166755, 713937.143181926 7055285.63763411, 713940.408930304 7055312.83313157, 713986.235883621 7055329.94409324, 714010.777511193 7055339.10749639, 714014.313609242 7055340.42781192, 714034.366652985 7055350.42480766, 714041.862508463 7055354.16169849, 714047.110250616 7055356.77784278, 714050.380062908 7055369.11417026, 714050.83394556 7055370.82657591, 714088.139262498 7055388.00530351, 714104.602349934 7055395.58639161, 714122.44784819 7055406.32805036, 714122.869260834 7055411.63623566, 714123.307638697 7055417.15811774, 714123.341457848 7055417.58410952, 714121.970333502 7055426.94025377, 714114.919556464 7055438.62198232, 714067.703655267 7055487.75253585, 714066.488413769 7055513.98027957, 714066.27890501 7055518.50196686, 714069.083623879 7055520.30119348, 714077.962095406 7055525.99673129, 714084.055480873 7055540.51209199, 714179.617445665 7055768.15506573, 714210.351488403 7055846.71153073, 714219.59537983 7055867.53827113, 714221.1888 7055871.4395))"
sc_schema_cyclable_pm35_2023.94,94,00000,Non,Non,Oui,"MULTILINESTRING ((704431.46 7055261.577, 704453.158 7055182.416, 704567.87228334 7054973.18812222, 704567.945072619 7054973.05536154))"
sc_schema_cyclable_pm35_2023.95,95,59193,Non,Oui,Non,"MULTILINESTRING ((700872.354900003 7053949.5126, 700872.354882086 7053949.51255445, 700871.366400004 7053946.9998))"
sc_schema_cyclable_pm35_2023.96,96,00000,Non,Non,Non,"MULTILINESTRING ((705824.311000001 7050462.95599886, 705817.843000001 7050470.10499886, 705799.236000001 7050496.88199886, 705776.771000001 7050530.57799886, 705764.743000001 7050552.81699886, 705758.843000001 7050563.82399886, 705742.845000001 7050605.12299886, 705727.415000001 7050664.46199885, 705709.487000001 7050750.91999886, 705687.703000001 7050841.00799886, 705681.350000001 7050873.11799886, 705674.315000001 7050893.76999886, 705661.947000001 7050914.87199886, 705614.633000001 7050978.74999886, 705599.614554269 7050995.81539111, 705597.956000001 7050997.69999886))"
